,link,location,district,HouseType,Celková cena,ID zakázky,Aktualizace,Stavba,Stav objektu,Poloha domu,Typ domu,Podlaží,Plocha zastavěná,Užitná plocha,Plocha podlahová,Plocha pozemku,Plocha zahrady,Sklep,Datum nastěhování,Voda,Topení,Plyn,Odpad,Doprava,Komunikace,Energetická náročnost budovy,Bezbariérový,Vybavení,companyName,proximityIndex,Index,Poznámka k ceně,Elektřina,Ukazatel energetické náročnosti budovy,Umístění objektu,Parkování,Garáž,Rok rekonstrukce,Výtah,Cena,Rok kolaudace,Telekomunikace,Průkaz energetické náročnosti budovy,Bazén,Počet bytů,ID,Náklady na bydlení,Zlevněno,Původní cena,Plocha bazénu,Výška stropu,Stav,Půdní vestavba,Vyvolávací cena,Znalecký posudek,Minimální příhoz,Aukční jistina,Druh dražby,Místo konání dražby,Datum konání dražby,Dražební vyhláška,Posudek znalce,Datum prohlídky,Datum zahájení prodeje,Minimální kupní cena,Termín 1. prohlídky,Termín 2. prohlídky,Datum ukončení výstavby,Datum prohlídky do
5486,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-malsovice-nahon/4069451340,"Náhon, Hradec Králové - Malšovice",hradec-kralove,"rodinne-domy
",14 990 000 Kč za nemovitost,N10117,17.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,2,143 m2,202 m2,202 m2,869 m2,,,,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Ústřední plynové, Ústřední elektrické",Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,iRealitka.cz,617.3157894736842,5741,Včetně provize a právního servisu.,"230V, 400V",,Klidná část obce,1,,,0,,,"Telefon, Internet, Satelit, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,
5487,https://www.sreality.cz/detail/prodej/dum/rodinny/nechanice-stare-nechanice-/1294095948,"Nechanice - Staré Nechanice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",7 200 000 Kč za nemovitost,5/5762,17.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,126 m2,126 m2,104 m2,635 m2,635 m2,,30.10.2022,Dálkový vodovod,Lokální elektrické,,Veřejná kanalizace,"Dálnice, Silnice, Autobus",Asfaltová,Třída B - Velmi úsporná č. 148/2007 Sb. podle vyhlášky,0,,UNITED REAL Východní Čechy,1484.2307692307693,5742,"včetně pozemku, nadstandardů, DPH a právního servisu","230V, 400V",,,1,,,,,,"Internet, Kabelová televize, Kabelové rozvody",,,,,,,,,,,,,,,,,,,,,,,,,,,
5488,https://www.sreality.cz/detail/prodej/dum/rodinny/librantice-librantice-/176277324,"Librantice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",10 490 000 Kč za nemovitost,0305-NP00250,16.10.2022,Cihlová,Velmi dobrý,Samostatný,Přízemní,2,115 m2,138 m2,,994 m2,,,,,,Individuální,ČOV pro celý objekt,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,Částečně,RE/MAX Infinity,2501.5333333333333,5743,,,,Centrum obce,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5489,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-prazske-predmesti-cerveny-dvur/3175601996,"Červený Dvůr, Hradec Králové - Pražské Předměstí",hradec-kralove,"rodinne-domy
",6 650 000 Kč za nemovitost,0305-NP00252,16.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,4,209 m2,196 m2,,745 m2,,,,Studna,,,Jímka,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX Infinity,1121.2631578947369,5744,V případě více zájemců bude probíhat REMAX aukce.,230V,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5490,https://www.sreality.cz/detail/prodej/dum/rodinny/zachrastany-zachrastany-/704653132,"Zachrašťany, okres Hradec Králové",hradec-kralove,"rodinne-domy
",4 490 000 Kč za nemovitost,44540,16.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,,145 m2,,702 m2,,,01.11.2022,Dálkový vodovod,Lokální plynové,Plynovod,Veřejná kanalizace,,Asfaltová,Třída G - Mimořádně nehospodárná,,1,"Broker Consulting, a.s.",2200.3333333333335,5745,včetně provize a právního servisu,"230V, 400V",,,,,2021,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,
5491,https://www.sreality.cz/detail/prodej/dum/rodinny/nove-mesto-nove-mesto-/2825922380,"Nové Město, okres Hradec Králové",hradec-kralove,"rodinne-domy
",,D2216,17.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,3 včetně 1 podzemního,88 m2,192 m2,192 m2,724 m2,636 m2,55 m2,,Dálkový vodovod,Ústřední plynové,Plynovod,Jímka,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída D - Méně úsporná č. 264/2020 Sb. podle vyhlášky,,0,KUZO Partners s.r.o.,1534.6,5746,"+ právní servis, provize kanceláře",400V,"146,0 kWh/m^2 za rok",Klidná část obce,2,1,2022,0,Informace o ceně na dotaz,,,,,,,,,,,"2,55 m",,,,,,,,,,,,,,,,,,
5492,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-kukleny-kudrnova/2059327308,"Kudrnova, Hradec Králové - Kukleny",hradec-kralove,"rodinne-domy
",11 990 000 Kč za nemovitost,,15.10.2022,Cihlová,Velmi dobrý,,Patrový,2 včetně 1 podzemního,,175 m2,,462 m2,,1,,Dálkový vodovod,Ústřední dálkové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída E - Nehospodárná,,Částečně,100 REAL s.r.o.,851.3684210526316,5747,včetně provize RK a právního servisu,230V,,,,,,,,,"Internet, Kabelová televize",,,,2059327308,,,,,,,,,,,,,,,,,,,,,,,
5493,https://www.sreality.cz/detail/prodej/dum/rodinny/nepolisy-nepolisy-/301082444,"Nepolisy, okres Hradec Králové",hradec-kralove,"rodinne-domy
",,JK221002,21.10.2022,Cihlová,Před rekonstrukcí,,Patrový,,,140 m2,,289 m2,,,,"Dálkový vodovod, Studna","Lokální plynové, Lokální tuhá paliva",Plynovod,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,,1,1,Apres reality,1849.9333333333334,5748,,"230V, 400V",,,,,,,Informace o ceně na dotaz (k jednání),,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,
5494,https://www.sreality.cz/detail/prodej/dum/rodinny/kobylice-kobylice-/3260847692,"Kobylice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",4 590 000 Kč za nemovitost,,14.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Patrový,,,237 m2,,1061 m2,,,,Místní zdroj,Ústřední plynové,Plynovod,"Veřejná kanalizace, ČOV pro celý objekt","Silnice, Autobus",,Třída G - Mimořádně nehospodárná,,,100 REAL s.r.o.,2620.4615384615386,5749,včetně provize RK a právního servisu,230V,,Klidná část obce,,,,,,,,,,,3260847692,,,,,,,,,,,,,,,,,,,,,,,
5495,https://www.sreality.cz/detail/prodej/dum/rodinny/sadova-sadova-/2437547596,"Sadová, okres Hradec Králové",hradec-kralove,"rodinne-domy
",,18784,21.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,1. podlaží z celkem 1,117 m2,100 m2,,1320 m2,,1,,Dálkový vodovod,"Lokální tuhá paliva, Jiné",,ČOV pro celý objekt,"Vlak, Silnice, Autobus",Asfaltová,,0,0,Fincentrum Reality,1422.9166666666667,5750,,"230V, 400V",,Centrum obce,,1,,,Informace o ceně na dotaz (k jednání),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5496,https://www.sreality.cz/detail/prodej/dum/rodinny/mysteves-mysteves-/1800066892,"Myštěves, okres Hradec Králové",hradec-kralove,"rodinne-domy
",5 790 000 Kč za nemovitost (k jednání),19065,14.10.2022,Cihlová,Novostavba,Samostatný,Patrový,1. podlaží z celkem 2,62 m2,81 m2,,386 m2,,,,Dálkový vodovod,Ústřední elektrické,,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,1,Částečně,Fincentrum Reality,2184.909090909091,5751,,230V,,Klidná část obce,1,,,,,2022,Internet,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,1,,,,,,,,,,,,,,,,
5497,https://www.sreality.cz/detail/prodej/dum/rodinny/dohalice-dohalice-/3546490700,"Dohalice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",1 500 000 Kč za nemovitost,00114,14.10.2022,Cihlová,Před rekonstrukcí,Samostatný,Přízemní,,73 m2,120 m2,,553 m2,480 m2,,,Místní zdroj,,Plynovod,,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,0,HáCé-Reality,1402.4166666666667,5752,,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5498,https://www.sreality.cz/detail/prodej/dum/rodinny/novy-bydzov-stara-skrener-/3064313948,"Nový Bydžov - Stará Skřeněř, okres Hradec Králové",hradec-kralove,"rodinne-domy
",6 770 000 Kč za nemovitost,783470,14.10.2022,Cihlová,Velmi dobrý,,Patrový,2,,210 m2,,1128 m2,,,,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Lokální elektrické",,Septik,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2784.0,5753,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Okraj obce,1,1,,0,,,Internet,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5499,https://www.sreality.cz/detail/prodej/dum/rodinny/smirice-rodov-/1906506332,"Smiřice - Rodov, okres Hradec Králové",hradec-kralove,"rodinne-domy
",6 943 189 Kč za nemovitost,195125,13.10.2022,Dřevěná,Novostavba,Samostatný,Přízemní,,85 m2,177 m2,177 m2,384 m2,299 m2,,,Místní zdroj,Lokální elektrické,,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída B - Velmi úsporná,,1,Bidli,2104.3076923076924,5754,"Cena je včetně DPH, včetně služeb Bidli","230V, 400V",,,,,,0,,,"Internet, Kabelové rozvody",,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,https://www.sreality.cz/detail/prodej/dum/rodinny/nove-mesto-nove-mesto-/990931292,"Nové Město, okres Hradec Králové",hradec-kralove,"rodinne-domy
",3 000 000 Kč za nemovitost,13564,13.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1,295 m2,156 m2,,1349 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,REALITY PRORADOST Vladislava Vindušková,1531.2,5755,,,,Klidná část obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5501,https://www.sreality.cz/detail/prodej/dum/rodinny/dolni-prim-horni-prim-/2231969612,"Dolní Přím - Horní Přím, okres Hradec Králové",hradec-kralove,"rodinne-domy
",6 990 000 Kč za nemovitost,815861,13.10.2022,Cihlová,Novostavba,Samostatný,Patrový,2,,94 m2,,589 m2,,,,Místní zdroj,Lokální elektrické,,"Veřejná kanalizace, Jímka","Silnice, Autobus",,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,2414.5333333333333,5756,včetně provize RK a právního servisu. V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,2,,2020,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
5502,https://www.sreality.cz/detail/prodej/dum/rodinny/hlusice-hlusicky-/2656926044,"Hlušice - Hlušičky, okres Hradec Králové",hradec-kralove,"rodinne-domy
",,940-400018,13.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,1,,189 m2,189 m2,2072 m2,,,Ihned,,"Ústřední plynové, Ústřední tuhá paliva",,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná,,,IDEAL REALITY,1229.888888888889,5758,vč. provize a služeb RK,,,Centrum obce,,1,,,Informace o ceně na dotaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,https://www.sreality.cz/detail/prodej/dum/rodinny/blesno-blesno-/4283049804,"Blešno, okres Hradec Králové",hradec-kralove,"rodinne-domy
",11 400 000 Kč za nemovitost,125953,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,2,130 m2,200 m2,130 m2,1061 m2,,,,Dálkový vodovod,Ústřední elektrické,,Veřejná kanalizace,"Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,,Realitní kancelář STING,1755.0,5759,,"230V, 400V",,Okraj obce,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5504,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-placice-vlckovicka/2783651660,"Vlčkovická, Hradec Králové - Plačice",hradec-kralove,"rodinne-domy
",,0111-NP06924,19.10.2022,Smíšená,Velmi dobrý,Samostatný,Patrový,1,447 m2,256 m2,,2969 m2,,62 m2,,,"Ústřední tuhá paliva, Ústřední elektrické",Plynovod,"Veřejná kanalizace, Septik","Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,RE/MAX Dynamic,2045.0,5760,cena u makléře,"230V, 400V",,Centrum obce,3,1,,,Informace o ceně na dotaz,,"Telefon, Internet",,,,,,,,,,,,,,,,,,,,,,,,,,,
5505,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-vekose-jana-cerneho/3051365964,"Jana Černého, Hradec Králové - Věkoše",hradec-kralove,"rodinne-domy
",,806647,19.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,2,,160 m2,,285 m2,,,Ihned,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Silnice, MHD",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,773.2105263157895,5761,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"230V, 400V",,Klidná část obce,2,1,,0,,,,,,,,,8 900 000 Kč za nemovitost,9 490 000 Kč,,,,,,,,,,,,,,,,,,,,
5506,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-prazske-predmesti-kuklenska/61093708,"Kuklenská, Hradec Králové - Pražské Předměstí",hradec-kralove,"rodinne-domy
",8 990 000 Kč za nemovitost,0211-NP03367,12.10.2022,Cihlová,Dobrý,Řadový,Přízemní,1,236 m2,120 m2,,417 m2,,,,,,,,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,0,RE/MAX Future Hradec Králové,833.0526315789474,5762,Včetně právních a realitních služeb,,,Okraj obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,https://www.sreality.cz/detail/prodej/dum/rodinny/chlumec-nad-cidlinou-chlumec-nad-cidlinou-i-celakovskeho/3458479948,"Čelakovského, Chlumec nad Cidlinou - Chlumec nad Cidlinou I",hradec-kralove,"rodinne-domy
",2 690 000 Kč za nemovitost,55435,Dnes,Smíšená,Před rekonstrukcí,Řadový,Přízemní,1,63 m2,50 m2,,112 m2,49 m2,,,Dálkový vodovod,Lokální tuhá paliva,,Veřejná kanalizace,"Vlak, Dálnice, Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,0,EVROPA realitní kancelář KOLÍN,379.46666666666664,5763,"včetně poplatků, včetně provize, včetně právního servisu","230V, 400V",,Centrum obce,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5508,https://www.sreality.cz/detail/prodej/dum/rodinny/chlumec-nad-cidlinou-chlumec-nad-cidlinou-i-klicperovo-namesti/3698669388,"Klicperovo náměstí, Chlumec nad Cidlinou - Chlumec nad Cidlinou I",hradec-kralove,"rodinne-domy
",12 450 000 Kč za nemovitost,,11.10.2022,Cihlová,Velmi dobrý,,Přízemní,,,227 m2,,879 m2,,,,,,,,,,,,,ANEMAX,302.4,5764,cena včetně provize a právních služeb,,,,1,,,,,,,,,,3698669388,,,,,,,,,,,,,,,,,,,,,,,
5509,https://www.sreality.cz/detail/prodej/dum/rodinny/libcany-libcany-/2716685900,"Libčany, okres Hradec Králové",hradec-kralove,"rodinne-domy
",,807852,21.10.2022,Cihlová,Dobrý,Samostatný,Přízemní,2 včetně 1 podzemního,,100 m2,,1830 m2,,,,Dálkový vodovod,Lokální elektrické,,Veřejná kanalizace,"Vlak, Silnice, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1424.3076923076924,5765,Cena k doptání makléřky,"120V, 230V, 400V",,Klidná část obce,5,1,1970,0,Informace o ceně na dotaz,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-prazske-predmesti-foerstrova/3960944460,"Foerstrova, Hradec Králové - Pražské Předměstí",hradec-kralove,"rodinne-domy
",11 500 000 Kč za nemovitost,,11.10.2022,Cihlová,Dobrý,Samostatný,Patrový,3 včetně 1 podzemního,332 m2,267 m2,267 m2,702 m2,370 m2,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,,0,Částečně,Vaše Reality cz,593.0,5766,,400V,,Klidná část obce,,1,,0,,,"Telefon, Internet, Satelit",,,,3960944460,,,,,,,,,,,,,,,,,,,,,,,
5511,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-novy-hradec-kralove-/1665611596,"Hradec Králové - Nový Hradec Králové, okres Hradec Králové",hradec-kralove,"rodinne-domy
",6 802 500 Kč za nemovitost,814846,18.10.2022,Smíšená,Velmi dobrý,Samostatný,Přízemní,1,,85 m2,,616 m2,,,01.11.2022,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Lokální elektrické",,Veřejná kanalizace,"Silnice, Autobus",Neupravená,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,1,M&M reality,1591.6842105263158,5767,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V",,Okraj obce,2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,https://www.sreality.cz/detail/prodej/dum/rodinny/urbanice--/1815136076,"Urbanice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",7 300 000 Kč za nemovitost,15353,20.10.2022,Cihlová,Velmi dobrý,Samostatný,Patrový,1,128 m2,254 m2,,1482 m2,,,,,,Plynovod,Veřejná kanalizace,,,Třída G - Mimořádně nehospodárná č. 264/2020 Sb. podle vyhlášky,,,Martin Socha REALITY PRORADOST,1640.076923076923,5768,,,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,https://www.sreality.cz/detail/prodej/dum/rodinny/librantice--/2187052876,"Librantice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",6 300 000 Kč za nemovitost,N373,11.10.2022,Cihlová,V rekonstrukci,Samostatný,Patrový,2,65 m2,101 m2,101 m2,609 m2,,,,,Lokální tuhá paliva,,,,,Třída G - Mimořádně nehospodárná,,,Trigramreality,2180.5714285714284,5769,"+ provize RK 80.000,- Kč",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-prazske-predmesti-dobrovskeho/1730045516,"Dobrovského, Hradec Králové - Pražské Předměstí",hradec-kralove,"rodinne-domy
",,N1951,19.10.2022,Cihlová,Po rekonstrukci,Samostatný,Patrový,2,196 m2,187 m2,164 m2,196 m2,,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná,,,Reality Veličková,703.0526315789474,5770,,"230V, 400V",,Centrum obce,1,1,2020,0,,,Internet,,,,,,10 940 000 Kč za nemovitost,11 440 000 Kč,,,,,,,,,,,,,,,,,,,,
5515,https://www.sreality.cz/detail/prodej/dum/rodinny/smidary-loucna-hora-/4279981644,"Smidary - Loučná Hora, okres Hradec Králové",hradec-kralove,"rodinne-domy
",2 190 000 Kč za nemovitost (k jednání),18869,10.10.2022,Smíšená,Před rekonstrukcí,Samostatný,Přízemní,1. podlaží z celkem 1,115 m2,75 m2,,267 m2,,4 m2,,Dálkový vodovod,Lokální tuhá paliva,,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída E - Nehospodárná,0,1,Fincentrum Reality,2265.846153846154,5771,,"230V, 400V",,Centrum obce,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-plotiste-nad-labem-koutnikova/2444691020,"Koutníkova, Hradec Králové - Plotiště nad Labem",hradec-kralove,"rodinne-domy
",13 990 000 Kč za nemovitost (k jednání),0197-NP04326,Dnes,Cihlová,Velmi dobrý,Samostatný,Patrový,2,197 m2,282 m2,,796 m2,,,Ihned,,,Plynovod,Veřejná kanalizace,,,Třída C - Úsporná č. 148/2007 Sb. podle vyhlášky,,0,RE/MAX Magnum,1044.8947368421052,5773,"cena včetně provize, DPH a veškerého právního servisu, cena k jednání",,,Centrum obce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,https://www.sreality.cz/detail/prodej/dum/rodinny/lejsovka-lejsovka-/1167669068,"Lejšovka, okres Hradec Králové",hradec-kralove,"rodinne-domy
",5 990 000 Kč za nemovitost,N96952,07.10.2022,Cihlová,Dobrý,Samostatný,Patrový,,158 m2,230 m2,,1401 m2,857 m2,,,"Místní zdroj, Dálkový vodovod","Lokální tuhá paliva, Lokální elektrické",Plynovod,Veřejná kanalizace,"Silnice, Autobus",Asfaltová,Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky,0,0,NEXT REALITY HRADEC KRÁLOVÉ,2965.076923076923,5774,plus provize RK,"230V, 400V",,Centrum obce,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,https://www.sreality.cz/detail/prodej/dum/rodinny/lovcice-lovcice-/807028300,"Lovčice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",4 750 000 Kč za nemovitost,951/RZ/31,07.10.2022,Smíšená,Dobrý,Rohový,Přízemní,1,252 m2,88 m2,99 m2,753 m2,753 m2,,Ihned,"Místní zdroj, Dálkový vodovod","Ústřední plynové, Ústřední tuhá paliva",Plynovod,Veřejná kanalizace,,Asfaltová,Třída G - Mimořádně nehospodárná,,,Finpos realitní kancelář,1875.0,5775,Cena včetně právních a realitních služeb,,,Klidná část obce,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5519,https://www.sreality.cz/detail/prodej/dum/rodinny/nepolisy--/1412134476,"Nepolisy, okres Hradec Králové",hradec-kralove,"rodinne-domy
",5 490 000 Kč za nemovitost,951/RZ/29,07.10.2022,Cihlová,Po rekonstrukci,Samostatný,Přízemní,1. podlaží z celkem 1,150 m2,77 m2,80 m2,450 m2,,,Ihned,Dálkový vodovod,Ústřední elektrické,Plynovod,Veřejná kanalizace,Autobus,Asfaltová,Třída G - Mimořádně nehospodárná,,Částečně,Finpos realitní kancelář,1777.8666666666666,5776,Cena včetně právních a realitních služeb,"230V, 400V",,Okraj obce,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5520,https://www.sreality.cz/detail/prodej/dum/rodinny/hradec-kralove-vekose-zahradni/2841196364,"Zahradní, Hradec Králové - Věkoše",hradec-kralove,"rodinne-domy
",9 900 000 Kč za nemovitost,00229,19.10.2022,Cihlová,Dobrý,Samostatný,Patrový,,,210 m2,,704 m2,,1,,Dálkový vodovod,Ústřední plynové,Plynovod,Veřejná kanalizace,"Vlak, Dálnice, Silnice, MHD, Autobus",Dlážděná,Třída F - Velmi nehospodárná č. 78/2013 Sb. podle vyhlášky,,,Hrubeš Invest,697.6842105263158,5777,,"230V, 400V","292,08 kWh/m^2 za rok",,,1,,,,,Telefon,Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,
5521,https://www.sreality.cz/detail/prodej/dum/rodinny/novy-bydzov-stara-skrener-/3854878540,"Nový Bydžov - Stará Skřeněř, okres Hradec Králové",hradec-kralove,"rodinne-domy
",4 200 000 Kč za nemovitost,2022-8,06.10.2022,Cihlová,Velmi dobrý,Řadový,Patrový,3 včetně 1 podzemního,109 m2,250 m2,,540 m2,,50 m2,,Dálkový vodovod,"Ústřední plynové, Ústřední tuhá paliva",Individuální,"Veřejná kanalizace, Jímka",Autobus,Asfaltová,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,0,REALITY PRORADOST Kateřina ŘÍHOVÁ,2576.5,5778,,"230V, 400V",,Klidná část obce,,,2014,,,1993,"Telefon, Internet, Satelit, Kabelová televize, Kabelové rozvody, Ostatní",Zobrazit průkaz energetické náročnosti budovy,,,,,,,,,,,,,,,,,,,,,,,,,,
5522,https://www.sreality.cz/detail/prodej/dum/rodinny/vysoka-nad-labem-vysoka-nad-labem-/3177563980,"Vysoká nad Labem, okres Hradec Králové",hradec-kralove,"rodinne-domy
",15 000 000 Kč za nemovitost,814823,06.10.2022,Smíšená,Po rekonstrukci,Samostatný,Patrový,3 včetně 1 podzemního,,236 m2,,548 m2,,,01.11.2022,Dálkový vodovod,Lokální plynové,,Veřejná kanalizace,"Silnice, MHD, Autobus",,Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky,,Částečně,M&M reality,1949.7333333333333,5779,V případě více zájemců může RK využít pro výběr kupujícího formu aukce.,"120V, 230V, 400V",,Klidná část obce,3,,2022,0,,,Internet,,,,,,,,,,,,,,,,,,,,,,,,,,,
5523,https://www.sreality.cz/detail/prodej/dum/rodinny/vysoka-nad-labem-vysoka-nad-labem-/2384701004,"Vysoká nad Labem, okres Hradec Králové",hradec-kralove,"rodinne-domy
",9 990 000 Kč za nemovitost,N10076,04.10.2022,Cihlová,Novostavba,Rohový,Patrový,2,66 m2,103 m2,103 m2,291 m2,225 m2,,,Dálkový vodovod,Ústřední plynové,,Veřejná kanalizace,"Dálnice, Silnice, MHD, Autobus",Asfaltová,Třída B - Velmi úsporná,,,iRealitka.cz,1814.0,5780,Včetně provize a právního servisu.,"230V, 400V",,Klidná část obce,1,,,0,,,"Telefon, Internet, Satelit, Kabelová televize",,,,,,,,,,,,,,,,,,,,,,,,,,,
5524,https://www.sreality.cz/detail/prodej/dum/rodinny/tresovice--/3695101772,"Třesovice, okres Hradec Králové",hradec-kralove,"rodinne-domy
",9 990 000 Kč za nemovitost,DH2221,21.10.2022,Cihlová,Novostavba,Samostatný,Přízemní,1,110 m2,153 m2,153 m2,1071 m2,,,,,Podlahové,,ČOV pro celý objekt,,,Třída B - Velmi úsporná č. 264/2020 Sb. podle vyhlášky,0,,Petr Čeřovský - Investiční skupina,2777.4,5781,,,,Klidná část obce,2,,,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
